,symbols
3863,AGIH
3864,UCON
3865,OGCP
3866,IQDE
3867,MWA
3868,SGDJ
3869,ERM
3870,HIX
3871,RCFA
3872,TILL
3873,DFJ
3874,EMX
3875,AGTI
3876,GJH
3877,AXS
3878,DEIF
3879,CTA
3880,DAO
3881,YYY
3882,IGRO
3883,KNGS
3884,FXO
3885,XAR
3886,PATH
3887,LCII
3888,MSB
3889,REXR
3890,TTC
3891,ARIS
3892,BKH
3893,AVY
3894,ADX
3895,OWNS
3896,EET
3897,SHUS
3898,XNTK
3899,PYT
3900,UKW
3901,UCIB
3902,QVCD
3903,JCI
3904,CLVT
3905,GL
3906,DDS
3907,BRO
3908,TPYP
3909,IQDF
3910,BMA
3911,AGG
3912,BALY
3913,HINDALCO.NS
3914,NOVZ
3915,NC
3916,ETO
3917,ATGE
3918,SPMD
3919,SOYB
3920,GAPA
3921,CHH
3922,LOUP
3923,VFH
3924,ACC
3925,MNRL
3926,BHARTIARTL.NS
3927,RESP
3928,DS
3929,BSX
3930,DBEM
3931,V
3932,HAE
3933,MFGP
3934,MOGU
3935,GRF
3936,IGG
3937,GHL
3938,FLAU
3939,PAVE
3940,ROK
3941,VRSN
3942,BNDC
3943,GHYB
3944,WINN
3945,FCIT
3946,YPF
3947,BOOT
3948,EBAY
3949,SJW
3950,CPG
3951,IEZ
3952,RWVG
3953,VRP
3954,GLW
3955,BV
3956,GREI
3957,AREN
3958,GFX
3959,MYO
3960,NFGC
3961,TELZ
3962,AJRD
3963,AFL
3964,QINT
3965,GLRY
3966,MCD
3967,MAYZ
3968,RTAI
3969,GLO
3970,KOS
3971,LW
3972,IBLC
3973,UBP
3974,VFMV
3975,DT
3976,SDEM
3977,AUSF
3978,IBA
3979,DUST
3980,SKLZ
3981,SVS
3982,MXC
3983,INQQ
3984,PMO
3985,CEM
3986,IBM
3987,BFLY
3988,RIET
3989,TNA
3990,MTCH
3991,BCO
3992,YRD
3993,LODE
3994,REPX
3995,MLPA
3996,PGAL
3997,SCHR
3998,RLX
3999,FIS
4000,ERF
4001,GBLI
4002,APD
4003,SF
4004,FDEV
4005,BWZ
4006,ENS
4007,DXJ
4008,PCQ
4009,VYGG
4010,CLS
4011,RVT
4012,FLO
4013,GLOV
4014,STNG
4015,VUG
4016,XWEB
4017,LXU
4018,ID
4019,AXH
4020,MPA
4021,DFSV
4022,HAP
4023,CE
4024,QEFA
4025,JKHY
4026,EWH
4027,PV
4028,MHF
4029,ABM
4030,VLO
4031,ABC
4032,RWT
4033,SMP
4034,ASAQ
4035,SILV
4036,MHD
4037,FPRO
4038,MRSK
4039,JOJO
4040,MSOS
4041,FLSW
4042,PVI
4043,PMX
4044,NYF
4045,KAI
4046,IGN
4047,BKI
4048,ITT
4049,SITC
4050,GPOR
4051,MED
4052,TWOA
4053,VAW
4054,FGLD
4055,BIL
4056,RIO
4057,AP
4058,LTPZ
4059,VOX
4060,SII
4061,JOBY
4062,CANO
4063,TMAC
4064,HJPX
4065,TEX
4066,TRTX
4067,AWF
4068,EINC
4069,PEB
4070,UIS
4071,KODK
4072,QEMM
4073,EQHA
4074,RFCI
4075,PPI
4076,TME
4077,XBI
4078,HMOP
4079,BIPC
4080,VNSE
4081,ISWN
4082,EIRL
4083,INAQ
4084,EUSC
4085,EFIV
4086,TRT
4087,FATH
4088,ORLY
4089,CBT
4090,COHN
4091,IAG
4092,CB
4093,TMDV
4094,SJIJ
4095,GBAB
4096,EWUS
4097,PGRU
4098,EFAD
4099,LIN
4100,NSTB
4101,SWI
4102,BKHY
4103,IOR
4104,HAUZ
4105,CLNR
4106,PJP
4107,PTC
4108,CPT
4109,RGI
4110,KEUA
4111,PLX
4112,HLGE
4113,BGSF
4114,APRN
4115,TEO
4116,EFC
4117,ADBE
4118,ROUS
4119,DUKB
4120,FHI
4121,QMOM
4122,AWK
4123,EC
4124,AVUS
4125,MSMR
4126,GCI
4127,LOCC
4128,DFIP
4129,GOVT
4130,AMH
4131,OSCR
4132,SIXA
4133,DRQ
4134,IGC
4135,SLYG
4136,FVT
4137,AMBP
4138,DFEN
4139,TDV
4140,PD
4141,PGR
4142,APOLLOHOSP.NS
4143,NE
4144,IMTB
4145,FLT
4146,SLCA
4147,ALX
4148,MMU
4149,FMX
4150,RFL
4151,FLGV
4152,ASPY
4153,TAP
4154,IWG
4155,RMED
4156,AIZ
4157,VAPO
4158,VO
4159,IPOF
4160,ZION
4161,SIXH
4162,SPXB
4163,KJUL
4164,AXR
4165,FLBR
4166,BHC
4167,UNMA
4168,PSMG
4169,SBH
4170,DBE
4171,TEN
4172,MCRO
4173,RERE
4174,ARDC
4175,DMB
4176,HDB
4177,WGO
4178,WYNN
4179,ISMD
4180,EMWP
4181,MUX
4182,HELX
4183,UZD
4184,EVNT
4185,FLIY
4186,SUBS
4187,BNS
4188,RGS
4189,CDRE
4190,NWS
4191,CNS
4192,NMAI
4193,CAPL
4194,BFH
4195,BCSF
4196,UOCT
4197,TRIS
4198,SPAK
4199,SMB
4200,BOWL
4201,RWX
4202,DASH
4203,SGOV
4204,IQSU
4205,HEFA
4206,FAST
4207,IVLC
4208,SEPZ
4209,IMCB
4210,NVR
4211,XTNT
4212,AEVA
4213,IAI
4214,SDP
4215,CUT
4216,KFY
4217,PSTP
4218,EVEN
4219,FPF
4220,TSM
4221,ELMD
4222,AEMB
4223,MOON
4224,FUNL
4225,HSY
4226,PLTR
4227,MSM
4228,SPUS
4229,WFHY
4230,ADRT
4231,FXN
4232,WDH
4233,OUNZ
4234,QWLD
4235,KIQ
4236,LRND
4237,RFMZ
4238,SPXV
4239,DIVB
4240,ECL
4241,SAT
4242,TAK
4243,QDF
4244,STXS
4245,CGXU
4246,ADNT
4247,ESGV
4248,BOXD
4249,PBA
4250,GPMT
4251,RONI
4252,KAMN
4253,BNE
4254,EBND
4255,GRG
4256,GDOT
4257,JVAL
4258,EMQQ
4259,IBDN
4260,ATFV
4261,AWAY
4262,BKAG
4263,ASIX
4264,DIG
4265,TK
4266,PKG
4267,WTV
4268,AR
4269,IDXX
4270,SPXX
4271,DFEV
4272,PICB
4273,IVV
4274,NLSN
4275,SRTY
4276,DFAI
4277,IWN
4278,OND
4279,IEV
4280,MG
4281,BKU
4282,TEAF
4283,WWOW
4284,CTLT
4285,DDT
4286,NOV
4287,KFYP
4288,MMM
4289,AGZ
4290,KOCG
4291,LAD
4292,LOCL
4293,TPK
4294,PZG
4295,EVBN
4296,TLYS
4297,PEXL
4298,BBJP
4299,TREX
4300,ALG
4301,ERO
4302,WUGI
4303,PZT
4304,KOKU
4305,IPB
4306,URI
4307,MU
4308,CTXS
4309,SSPY
4310,JRE
4311,NURE
4312,CEFD
4313,SMLP
4314,HEEM
4315,CIM
4316,SBUG
4317,SPSK
4318,BSIG
4319,KTH
4320,JPI
4321,MVF
4322,DK
4323,SDS
4324,FTF
4325,PRGO
4326,NDMO
4327,VTEB
4328,VYM
4329,XJUN
4330,FRI
4331,TAIL
4332,GOL
4333,ENPH
4334,FSK
4335,APLE
4336,BEPI
4337,JCTR
4338,UBER
4339,WNNR
4340,SHYL
4341,TBI
4342,DECK
4343,ITAN
4344,TSI
4345,SWX
4346,TGS
4347,PVH
4348,CXW
4349,SAA
4350,PSMR
4351,BKSE
4352,IAT
4353,SPYG
4354,CYB
4355,BGX
4356,PSCW
4357,RCC
4358,SKE
4359,DUK
4360,GATX
4361,NANR
4362,URA
4363,CHRB
4364,DOM
4365,PIAI
4366,ALEX
4367,PRU
4368,EFL
4369,PK
4370,NPTN
4371,LSPD
4372,BLUA
4373,NINE
4374,IGV
4375,RQI
4376,SPDV
4377,NCC
4378,LTL
4379,LDP
4380,NXE
4381,SPTI
4382,AON
4383,INTC
4384,BEDU
4385,ING
4386,IWR
4387,QPX
4388,CWB
4389,TTAI
4390,MUE
4391,BIDS
4392,SPMB
4393,PLRG
4394,RESE
4395,KNOP
4396,ZTO
4397,EXPD
4398,NRZ
4399,ZYME
4400,NETZ
4401,VABS
4402,FGD
4403,MTAL
4404,MINT
4405,IDR
4406,JQUA
4407,MEGI
4408,CTEX
4409,ALB
4410,ARCM
4411,IYG
4412,UTSL
4413,SDEI
4414,STZ
4415,AAC
4416,IDV
4417,TNL
4418,TROW
4419,AMUB
4420,RBOT
4421,ABT
4422,IHS
4423,COTY
4424,AZBO
4425,MSD
4426,PFN
4427,GDL
4428,VSL
4429,IH
4430,ESCR
4431,BDJ
4432,QCOM
4433,SFYF
4434,XDJL
4435,PVAL
4436,HD
4437,XCEM
4438,IRHG
4439,AWX
4440,PUTW
4441,MAMB
4442,PTY
4443,LOPX
4444,EXN
4445,CDNS
4446,KBE
4447,MYN
4448,MXE
4449,FENG
4450,SKY
4451,DMDV
4452,BRDG
4453,GSG
4454,HY
4455,DHR
4456,SLV
4457,IDU
4458,IBMO
4459,SPXE
4460,FET
4461,SXT
4462,GLDM
4463,FFIU
4464,BUFD
4465,SBIO
4466,JPME
4467,EMFQ
4468,SNN
4469,FREL
4470,AMWL
4471,WARR
4472,FEN
4473,CPE
4474,HYHG
4475,SSFI
4476,BULZ
4477,DM
4478,EVT
4479,UCC
4480,EAOA
4481,DLR
4482,NTAP
4483,GLTR
4484,GBLO
4485,EGIS
4486,WRBY
4487,DDEC
4488,CPS
4489,PRK
4490,IEHS
4491,YCL
4492,EIC
4493,MAAX
4494,GBIL
4495,DDL
4496,OIS
4497,SPLP
4498,HUSV
4499,EJAN
4500,ANF
4501,KRP
4502,EATV
4503,MFC
4504,ZTR
4505,D
4506,VOC
4507,FLBL
4508,ENJ
4509,EVRI
4510,EAFD
4511,NWSA
4512,TDSC
4513,DIVS
4514,RODE
4515,SQEW
4516,MARB
4517,SPAB
4518,SIMS
4519,FEIG
4520,MSGE
4521,BSTP
4522,PDN
4523,ESTE
4524,SCHI
4525,GDO
4526,ROSS
4527,STLG
4528,BOAS
4529,UMDD
4530,FOUR
4531,GER
4532,AIRC
4533,HRT
4534,LSF
4535,FUN
4536,BKKT
4537,LOW
4538,PLUS
4539,CMG
4540,WDI
4541,ARGD
4542,NI
4543,EMHY
4544,BLHY
4545,RPM
4546,MID
4547,SQZ
4548,DUSA
4549,MTRN
4550,KKR
4551,EERN
4552,TWND
4553,CPAC
4554,HI
4555,GPJA
4556,HOMB
4557,UMH
4558,BNY
4559,TNET
4560,EWG
4561,SGHC
4562,EXG
4563,JMIA
4564,NIM
4565,CTSH
4566,FNF
4567,TXN
4568,HAS
4569,CARS
4570,PCY
4571,DFAE
4572,FCPI
4573,TCHP
4574,VVX
4575,SPVM
4576,PJUL
4577,QLS
4578,PXJ
4579,NPO
4580,CNA
4581,RKTA
4582,IBDV
4583,EFU
4584,SVOL
4585,BJ
4586,CCZ
4587,BDEC
4588,FMAT
4589,IBN
4590,RLI
4591,SAH
4592,GLU
4593,WEIR
4594,FSI
4595,RMD
4596,YANG
4597,ADT
4598,CMT
4599,BRN
4600,CNR
4601,CBD
4602,DIHP
4603,EB
4604,JWSM
4605,RSP
4606,BKES
4607,MET
4608,ILMN
4609,UPV
4610,SCCD
4611,CIK
4612,ONLN
4613,VIPS
4614,GCC
4615,MLM
4616,RJF
4617,NRP
4618,PHP
4619,QRVO
4620,ULTR
4621,ONGC.NS
4622,IHP
4623,BRG
4624,CIX
4625,JMBS
4626,MINO
4627,FIDI
4628,IBMK
4629,OMF
4630,OPER
4631,SPY
4632,BBSC
4633,FTNT
4634,AMLP
4635,BEST
4636,CEN
4637,NVG
4638,HVT
4639,KMPR
4640,MSN
4641,NYT
4642,PACI
4643,HYMB
4644,BUFT
4645,IYC
4646,PQIN
4647,MTB
4648,NKE
4649,QLD
4650,WBIT
4651,TPB
4652,MAA
4653,BORR
4654,COMP
4655,GOTU
4656,NOC
4657,MBND
4658,VGR
4659,MRC
4660,EWD
4661,CDW
4662,MTUL
4663,FPAC
4664,FGB
4665,ASGN
4666,AVK
4667,NRT
4668,DQ
4669,TRMB
4670,IVR
4671,SMMU
4672,ACVF
4673,TDY
4674,PSFE
4675,ZBH
4676,BFOR
4677,FISV
4678,AORT
4679,VAC
4680,MAGA
4681,NCV
4682,BLX
4683,ZIP
4684,HCI
4685,MLP
4686,AWP
4687,RHS
4688,TAXF
4689,NUDM
4690,IAA
4691,ESAB
4692,AX
4693,ESML
4694,FLTN
4695,AEP
4696,BUFR
4697,GDV
4698,PULS
4699,TKR
4700,IBMP
4701,WPS
4702,WTM
4703,ORI
4704,AMD
4705,UGI
4706,DRIP
4707,BBWI
4708,BILS
4709,YUMC
4710,SSLY
4711,AZEK
4712,DSCF
4713,K
4714,IMCG
4715,SBNY
4716,LTC
4717,KEMQ
4718,QD
4719,USB
4720,RMM
4721,MGA
4722,NTSX
4723,RCS
4724,PHYL
4725,GJP
4726,FNB
4727,CBH
4728,MTR
4729,ITUB
4730,LITB
4731,BAP
4732,ACHR
4733,XSLV
4734,CHRW
4735,QVMS
4736,IOCT
4737,MYOV
4738,ECLN
4739,PHX
4740,HSMV
4741,DEF
4742,WHG
4743,XIN
4744,UEVM
4745,SCUA
4746,DMA
4747,NTSE
4748,CHIR
4749,NMG
4750,EFV
4751,PLOW
4752,CNI
4753,FLEE
4754,REC
4755,USEP
4756,BIIB
4757,LL
4758,UAN
4759,TBUX
4760,MKFG
4761,PPL
4762,CPF
4763,TISI
4764,VGK
4765,TU
4766,UVV
4767,HYXU
4768,SXUS
4769,XES
4770,FSST
4771,VMI
4772,ULST
4773,HYI
4774,EUDG
4775,XHYH
4776,INUV
4777,AQNB
4778,SUB
4779,UFI
4780,MGRD
4781,OFG
4782,VATE
4783,PPTY
4784,PHDG
4785,NRK
4786,PNR
4787,LBRT
4788,JHX
4789,NUV
4790,MGLD
4791,WMS
4792,SGU
4793,MUSI
4794,MTCN
4795,RJAC
4796,JPC
4797,TDF
4798,PORT
4799,FTSD
4800,SLI
4801,VPV
4802,IQDY
4803,IQDG
4804,KYN
4805,NUMV
4806,IBCE
4807,XSMO
4808,FPL
4809,SGOL
4810,MTW
4811,TPHD
4812,NNN
4813,NFJ
4814,RORO
4815,ATC
4816,LEO
4817,IWV
4818,EPU
4819,TX
4820,RSPE
4821,WBT
4822,ATKR
4823,CWS
4824,BKSY
4825,ODC
4826,MOTG
4827,IDLV
4828,LNG
4829,EQX
4830,DBS
4831,CTGO
4832,MJUS
4833,AVLV
4834,RAT
4835,JNJ
4836,FLUD
4837,QCON
4838,SMHB
4839,GROW
4840,INNO
4841,TRV
4842,LHX
4843,HCC
4844,MMC
4845,NR
4846,FSTA
4847,QPFF
4848,EOCW
4849,FLSP
4850,USI
4851,ADRA
4852,VFL
4853,EQH
4854,YEXT
4855,MBAC
4856,QSWN
4857,SCHQ
4858,QQQE
4859,SIJ
4860,CRF
4861,DTH
4862,DXC
4863,JJS
4864,FSMD
4865,RFM
4866,PFC
4867,CLPR
4868,ALV
4869,RGR
4870,JHME
4871,SLVP
4872,PRNT
4873,FLIN
4874,UXI
4875,IQV
4876,EXI
4877,TNK
4878,LOMA
4879,SU
4880,DJIA
4881,RECS
4882,NRUC
4883,CTRE
4884,MMIT
4885,ROBO
4886,XOM
4887,PEAK
4888,UP
4889,BETZ
4890,MDV
4891,NXPI
4892,SOLR
4893,EOCT
4894,IEFA
4895,MSVX
4896,MNM
4897,JATT
4898,RFI
4899,TMFG
4900,FNTC
4901,HUSA
4902,NUSA
4903,EMN
4904,CR
4905,FSLY
4906,UGA
4907,HYG
4908,DBEZ
4909,ERH
4910,CURV
4911,DRH
4912,NGD
4913,MORT
4914,SCHG
4915,UTI
4916,DLA
4917,GAB
4918,IRRX
4919,ABB
4920,NMCO
4921,QDEF
4922,TACK
4923,ATR
4924,VVV
4925,HOC
4926,DGRO
4927,SPYV
4928,DFUS
4929,CMP
4930,GLOB
4931,CHAA
4932,BWSN
4933,CHGX
4934,XPO
4935,IE
4936,PBDM
4937,NBO
4938,ITGR
4939,XTR
4940,BRBS
4941,PRI
4942,PHK
4943,BEDZ
4944,PSMB
4945,BHG
4946,BITO
4947,ITB
4948,BFS
4949,JQC
4950,CANE
4951,PKE
4952,QVAL
4953,FIW
4954,SCL
4955,AAN
4956,CEMB
4957,FXZ
4958,NTSI
4959,IVSG
4960,WPP
4961,XPP
4962,PJT
4963,FSD
4964,MTO
4965,INDO
4966,DFIV
4967,SQM
4968,JSD
4969,YCBD
4970,ATAQ
4971,SFE
4972,WSM
4973,KHC
4974,EPRF
4975,DFAR
4976,AYX
4977,IRBO
4978,HNRA
4979,FDMO
4980,FM
4981,CARR
4982,DJD
4983,JBT
4984,VXZ
4985,FBK
4986,PCN
4987,JEF
4988,FL
4989,IPI
4990,SDHY
4991,BKR
4992,ASAN
4993,BOC
4994,HRB
4995,BIPI
4996,ASPN
4997,FQAL
4998,GOVZ
4999,CVY
5000,MGR
5001,HGV
5002,TOTL
5003,IDME
5004,JJU
5005,UBOT
5006,WFH
5007,NBW
5008,SUNL
5009,HUYA
5010,AMRC
5011,PKB
5012,CPA
5013,NFLX
5014,BGLD
5015,SZC
5016,WRB
5017,FCTR
5018,EDN
5019,STNC
5020,AHH
5021,VIXY
5022,RITA
5023,HGER
5024,IWX
5025,VHT
5026,RFDA
5027,CAJ
5028,APGB
5029,LRNZ
5030,AGD
5031,WEAV
5032,GLIN
5033,PFLD
5034,MBSD
5035,VLD
5036,BXC
5037,SLY
5038,SBII
5039,ALGN
5040,AU
5041,BBD
5042,KJAN
5043,PRAY
5044,ONOF
5045,SHPW
5046,WLTH
5047,FHS
5048,PRO
5049,EDOW
5050,OHI
5051,IBDS
5052,CHIS
5053,PIM
5054,IMOM
5055,DOG
5056,FLRT
5057,PCK
5058,NUSC
5059,FSM
5060,EPOL
5061,FST
5062,RVP
5063,FRNW
5064,EAOM
5065,NXP
5066,BIP
5067,AVIV
5068,CLDL
5069,VSTO
5070,HYTR
5071,MCO
5072,UVE
5073,PSIL
5074,ATTO
5075,FIEE
5076,MCS
5077,ADM
5078,VOYA
5079,ENTR
5080,NEM
5081,ISCG
5082,IMH
5083,TDSE
5084,FRA
5085,INMU
5086,CLR
5087,LICY
5088,LQDB
5089,BBGI
5090,MT
5091,XPND
5092,GSID
5093,SHREECEM.NS
5094,LYG
5095,KLCD
5096,LQIG
5097,FAPR
5098,ASR
5099,CRIT
5100,DFSD
5101,NKX
5102,ISD
5103,DTD
5104,AQNU
5105,SONX
5106,IMLP
5107,WOLF
5108,DIVZ
5109,UYM
5110,KEYS
5111,AGX
5112,AVYA
5113,CNC
5114,AMR
5115,ENPC
5116,SIVR
5117,MINC
5118,THS
5119,PFL
5120,AVNT
5121,JSTC
5122,HYUP
5123,GRBK
5124,JAVA
5125,AQGX
5126,KMPB
5127,DBB
5128,EL
5129,PEG
5130,NUMG
5131,MLPR
5132,ADME
5133,AGRO
5134,DFCF
5135,AQN
5136,XYF
5137,FIVG
5138,FSS
5139,XLF
5140,NSL
5141,OOTO
5142,PWC
5143,DJAN
5144,CRYP
5145,ELLO
5146,ANSS
5147,EPD
5148,EFAX
5149,PEO
5150,POND
5151,KVLE
5152,OSK
5153,DRD
5154,JZRO
5155,KURE
5156,ALE
5157,CTAS
5158,HIGA
5159,VPG
5160,FFC
5161,NTPC.NS
5162,AEL
5163,MUJ
5164,IMFL
5165,SCHB
5166,AHYB
5167,IZRL
5168,SB
5169,WIPRO.NS
5170,RODI
5171,SPAX
5172,PHM
5173,EASG
5174,EKAR
5175,RGA
5176,WWJD
5177,AEE
5178,TY
5179,KEP
5180,FLQG
5181,STVN
5182,EWI
5183,EOI
5184,ACES
5185,IXJ
5186,GREK
5187,CKN
5188,MDU
5189,RWM
5190,TSN
5191,MGF
5192,IAE
5193,ENFR
5194,GSIG
5195,IDRV
5196,ARCH
5197,PNN
5198,RAYE
5199,PNW
5200,EXP
5201,BCIM
5202,EVA
5203,VEGA
5204,PBTP
5205,THQ
5206,GK
5207,ETG
5208,DBRG
5209,GTES
5210,SMWB
5211,PTBD
5212,TBJL
5213,DIAL
5214,HDIV
5215,TMBR
5216,CSCO
5217,MPLX
5218,BSAC
5219,NGVT
5220,MRGR
5221,PCT
5222,STR
5223,ESGN
5224,CLW
5225,NVST
5226,ELV
5227,BAK
5228,TTE
5229,RYAM
5230,LPG
5231,KGRN
5232,CODI
5233,ILCV
5234,ELP
5235,ISCV
5236,REMG
5237,HART
5238,JJE
5239,POCT
5240,DAC
5241,CTRU
5242,CCVI
5243,DGP
5244,LCW
5245,FEVR
5246,DAPR
5247,IDHD
5248,MFUS
5249,NAZ
5250,MGM
5251,UPH
5252,IOT
5253,GTLS
5254,IRNT
5255,GHYG
5256,DBO
5257,YINN
5258,TRU
5259,RELX
5260,EVX
5261,CEF
5262,ONG
5263,FOA
5264,UTES
5265,GSEW
5266,EUSB
5267,GOLD
5268,FFTI
5269,FLMB
5270,FOF
5271,BBDC
5272,PQDI
5273,MANU
5274,GVA
5275,QLTA
5276,EFIX
5277,LFT
5278,MSI
5279,GCV
5280,SINV
5281,E
5282,OKE
5283,BTA
5284,IBMM
5285,ARB
5286,GEL
5287,SNAP
5288,HBAN
5289,POLY
5290,RWJ
5291,ESGY
5292,IWO
5293,WFG
5294,PARA
5295,NUEM
5296,PJUN
5297,SCHV
5298,IWM
5299,NBH
5300,XCLR
5301,FSMB
5302,JNK
5303,BEP
5304,HGTY
5305,ZH
5306,IHAK
5307,ECAT
5308,TWLO
5309,XSHD
5310,WU
5311,UAUG
5312,SDOG
5313,AG
5314,NAVB
5315,FNDC
5316,ONL
5317,TSJA
5318,OMFS
5319,SAP
5320,MTNB
5321,CLH
5322,AUMN
5323,EIG
5324,RBAC
5325,UNVR
5326,DB
5327,RRH
5328,SLG
5329,WELL
5330,UAV
5331,HEP
5332,VSLU
5333,ENSV
5334,SRC
5335,ETV
5336,DMYS
5337,HTY
5338,GLD
5339,OXM
5340,UAL
5341,KWAC
5342,AFIF
5343,NWN
5344,MO
5345,TM
5346,UI
5347,ULVM
5348,NVQ
5349,STPZ
5350,VWO
5351,CTEK
5352,RYLD
5353,BBMC
5354,TRP
5355,HMN
5356,IBIO
5357,OCN
5358,HP
5359,JANZ
5360,HIE
5361,IXN
5362,STM
5363,DLY
5364,ILCG
5365,EWJ
5366,KTB
5367,UTF
5368,TRYP
5369,ST
5370,CMA
5371,DIS
5372,TTWO
5373,EDD
5374,AE
5375,IBHB
5376,PPG
5377,ARKX
5378,AML
5379,GDMA
5380,SOI
5381,GBDV
5382,UYG
5383,VNLA
5384,CCJ
5385,BITQ
5386,HLT
5387,L
5388,GAZ
5389,SNDR
5390,GCO
5391,CNYA
5392,AMBO
5393,WDIV
5394,NDJI
5395,QDIV
5396,FCPT
5397,HSIC
5398,FDM
5399,ESRT
5400,INTT
5401,BRZU
5402,LTH
5403,GNL
5404,RWK
5405,GGB
5406,FNI
5407,PCEF
5408,BDX
5409,CZOO
5410,TLGA
5411,ADIV
5412,PLAG
5413,MAB
5414,FLC
5415,HE
5416,NTRS
5417,FOMO
5418,EXTN
5419,VVI
5420,GD
5421,WMC
5422,SSPX
5423,IPAY
5424,TDVG
5425,UMAR
5426,DSU
5427,PFE
5428,VALE
5429,CMCSA
5430,WIA
5431,MDH
5432,DSAQ
5433,FXD
5434,GAA
5435,EPI
5436,ZSL
5437,GHLD
5438,XCCC
5439,RC
5440,SOJC
5441,XDQQ
5442,UNP
5443,NBCT
5444,EE
5445,DXF
5446,FLMX
5447,PSMO
5448,AGOV
5449,KNX
5450,JHMU
5451,CCF
5452,ETN
5453,PNM
5454,NID
5455,VTEX
5456,DYFN
5457,SCCC
5458,ASEA
5459,NFRA
5460,PHYS
5461,DFE
5462,PICC
5463,NEWP
5464,BRMK
5465,EMO
5466,BKLC
5467,SBS
5468,PAYX
5469,BNL
5470,AIEQ
5471,SPSM
5472,MDEV
5473,EGF
5474,UVXY
5475,MSCI
5476,CIVI
5477,AVDE
5478,MACC
5479,TUI
5480,HIMS
5481,FMQQ
5482,SYN
5483,NVT
5484,PBW
5485,YCS
5486,ATEN
5487,SWAR
5488,STWD
5489,BMI
5490,FNV
5491,NTG
5492,SUM
5493,XEMD
5494,JHI
5495,XL
5496,JHML
5497,FCSH
5498,KEX
5499,JIDA
5500,VBND
5501,IPDP
5502,AHOY
5503,CXAC
5504,CHRA
5505,TZA
5506,DTEC
5507,JJC
5508,XJR
5509,CPHI
5510,GDXD
5511,TYNE
5512,PWZ
5513,SHM
5514,ENLC
5515,INDUSINDBK.NS
5516,HAUS
5517,BDCX
5518,ATT
5519,VDE
5520,SIX
5521,SEE
5522,VUSB
5523,EUCG
5524,TCN
5525,GPN
5526,PTMC
5527,AME
5528,SDEF
5529,UBT
5530,BDC
5531,SPGP
5532,STON
5533,IGHG
5534,RJZ
5535,GEMD
5536,LMT
5537,LGL
5538,ROR
5539,SHYG
5540,TINY
5541,EVTL
5542,MFM
5543,GFOF
5544,SEIQ
5545,NBR
5546,KSM
5547,RDN
5548,TELL
5549,IPPP
5550,IDX
5551,AZBJ
5552,GOGN
5553,LUXE
5554,REZI
5555,EWM
5556,SYK
5557,ARW
5558,TTP
5559,HOG
5560,LYB
5561,VHI
5562,IVW
5563,MLPO
5564,MPW
5565,X
5566,CSP
5567,BFZ
5568,BFAC
5569,TCTL
5570,UAPR
5571,PBR
5572,IGR
5573,AJB
5574,SJR
5575,FIHD
5576,MCI
5577,USMV
5578,BPT
5579,NUDV
5580,NMR
5581,TMQ
5582,DLX
5583,PHG
5584,NBXG
5585,BWA
5586,WWE
5587,EAF
5588,IBND
5589,CUBS
5590,FXP
5591,PEX
5592,FLDR
5593,SMLE
5594,AKR
5595,HQH
5596,JHMB
5597,BBEU
5598,PED
5599,GSQB
5600,ETHO
5601,EQIX
5602,DIAX
5603,ECCC
5604,MFUL
5605,TNC
5606,CNK
5607,ASB
5608,AVUV
5609,ENIC
5610,LEVI
5611,IWML
5612,IIPR
5613,TRC
5614,GSQD
5615,NULV
5616,AMZN
5617,BKCI
5618,RYI
5619,RAAX
5620,GTIP
5621,QVCC
5622,IBML
5623,EVRG
5624,CTR
5625,FMCX
5626,MCY
5627,HRTG
5628,EXPE
5629,CNX
5630,QSPT
5631,HTUS
5632,FUTY
5633,AGCB
5634,FERG
5635,LLAP
5636,XME
5637,IAK
5638,SXQG
5639,NOBL
5640,BGSC
5641,NFYS
5642,BEPH
5643,PAY
5644,JCPB
5645,LND
5646,RCI
5647,DEC
5648,EDF
5649,RCL
5650,COALINDIA.NS
5651,TIPX
5652,RSW
5653,EFR
5654,SHO
5655,QGRO
5656,BRITANNIA.NS
5657,AJG
5658,ZEN
5659,ENX
5660,GSST
5661,SACH
5662,IIGD
5663,IVES
5664,GNE
5665,UWMC
5666,DJUL
5667,KKRS
5668,IYLD
5669,ATNM
5670,SMIG
5671,JPHY
5672,VNT
5673,BMEZ
5674,XYLG
5675,MGY
5676,ORAN
5677,EXD
5678,ERC
5679,KDRN
5680,SLF
5681,FLQS
5682,EIDO
5683,COA
5684,FNGG
5685,OIA
5686,GSLD
5687,GAM
5688,PGSS
5689,FOXA
5690,EPAM
5691,AMND
5692,RENN
5693,SMLF
5694,COPX
5695,MNTN
5696,OLN
5697,TMO
5698,VIOV
5699,DOOR
5700,VHC
5701,NBHC
5702,FPE
5703,ADCT
5704,AOM
5705,PGTI
5706,EPR
5707,EPP
5708,VIOG
5709,ECC
5710,LCG
5711,PHT
5712,RYAN
5713,SCO
5714,PALC
5715,NAPA
5716,BNED
5717,EWMC
5718,ARKW
5719,BKMC
5720,CDX
5721,XVV
5722,BAR
5723,CCU
5724,SMR
5725,NU
5726,PRMW
5727,SCHA
5728,GJS
5729,IBDX
5730,RHRX
5731,RXL
5732,UAMY
5733,NFG
5734,BGSX
5735,PBFX
5736,JFWD
5737,NIO
5738,LII
5739,AAA
