,x,y,area
1224.HK,7259,6683,48511897
LTT.F,7260,6683,48518580
ARC.AX,7261,6683,48525263
BGC.F,7262,6683,48531946
CHSR.PA,7263,6683,48538629
AGR.MU,7264,6683,48545312
REP.HM,7265,6683,48551995
TEY.F,7266,6682,48551412
600500.SS,7267,6682,48558094
ALDV.PA,7268,6682,48564776
REF-UN.TO,7269,6682,48571458
NI9.F,7270,6682,48578140
MLVER.PA,7271,6682,48584822
BOY.HM,7272,6682,48591504
MLMAB.PA,7273,6682,48598186
CH6.F,7274,6682,48604868
600359.SS,7275,6682,48611550
POM.PA,7276,6681,48610956
LFL.F,7277,6681,48617637
PNBGILTS.BO,7278,6681,48624318
DHAMPURE.BO,7279,6681,48630999
SAMS.PA,7280,6681,48637680
0610.HK,7281,6681,48644361
WIG1.DE,7282,6681,48651042
MUKTAARTS.BO,7283,6681,48657723
CC5.F,7284,6681,48664404
EIN3.MU,7285,6681,48671085
NTEK-B.ST,7286,6681,48677766
TGT.MU,7287,6681,48684447
BAMNB.AS,7288,6681,48691128
UUU.MU,7289,6681,48697809
DYH.F,7290,6681,48704490
OIIM,7291,6681,48711171
G1A.HA,7292,6680,48710560
SEOAY,7293,6680,48717240
SZU.HA,7294,6680,48723920
BLEE.PA,7295,6680,48730600
TKY.F,7296,6680,48737280
TCIFINANCE.BO,7297,6680,48743960
0328.HK,7298,6680,48750640
IQ3.BE,7299,6679,48750021
ABMKNO.BO,7300,6679,48756700
0388.HK,7301,6679,48763379
EJR.F,7302,6679,48770058
SGE.MU,7303,6679,48776737
GUJCOTEX.BO,7304,6678,48776112
WDP.HM,7305,6678,48782790
FID.AX,7306,6678,48789468
IVP.BO,7307,6678,48796146
CTZ.F,7308,6678,48802824
D3N.F,7309,6678,48809502
ITDCEM.BO,7310,6678,48816180
FGR.AX,7311,6678,48822858
BJI.MU,7312,6677,48822224
AJXA.F,7313,6677,48828901
8907.KL,7314,6677,48835578
CHK.MU,7315,6677,48842255
7085.KL,7316,6677,48848932
WATERBASE.BO,7317,6676,48848292
AFX.MU,7318,6676,48854968
0398.HK,7319,6676,48861644
VAHN.SW,7320,6676,48868320
CDWD,7321,6676,48874996
DUB.AX,7322,6676,48881672
CIT.F,7323,6676,48888348
0040.HK,7324,6676,48895024
IB5A.F,7325,6676,48901700
CRLA.PA,7326,6676,48908376
JAYNECOIND.BO,7327,6675,48907725
8702.KL,7328,6675,48914400
TIGLOB.BO,7329,6675,48921075
DAIOS.AT,7330,6675,48927750
2127.KL,7331,6675,48934425
CAT.BA,7332,6675,48941100
9997.KL,7333,6675,48947775
0762.HK,7334,6675,48954450
ZEG.HM,7335,6675,48961125
TOD.MI,7336,6675,48967800
TEO.F,7337,6675,48974475
CHN.V,7338,6675,48981150
SVM.L,7339,6675,48987825
NSE.HM,7340,6675,48994500
VODI.DU,7341,6675,49001175
IIT.L,7342,6675,49007850
BIF.F,7343,6674,49007182
IMP.MU,7344,6674,49013856
7091.KL,7345,6674,49020530
CLH.AX,7346,6674,49027204
ABNAF,7347,6674,49033878
MRK.HA,7348,6673,49033204
SGK1.F,7349,6673,49039877
NSK.MU,7350,6673,49046550
OTE.MU,7351,6673,49053223
BEST.MI,7352,6673,49059896
VVD.MU,7353,6673,49066569
COMDI.BO,7354,6672,49065888
EIX.F,7355,6672,49072560
ALFAICA.BO,7356,6672,49079232
OKI.F,7357,6672,49085904
DIB.MI,7358,6672,49092576
ZYDEN.BO,7359,6672,49099248
DPW.DE,7360,6671,49098560
CCL.L,7361,6671,49105231
A31.SI,7362,6671,49111902
DRE2.F,7363,6671,49118573
YPF.F,7364,6671,49125244
SKB.MU,7365,6671,49131915
ITN.MU,7366,6670,49131220
ZENIFIB.BO,7367,6670,49137890
SIX2.HA,7368,6670,49144560
KPO.F,7369,6670,49151230
0731.HK,7370,6670,49157900
ACE1.F,7371,6670,49164570
JAMNAAUTO.BO,7372,6670,49171240
DPW.F,7373,6670,49177910
OHE.F,7374,6670,49184580
FTE.MU,7375,6670,49191250
EIMCOELECO.BO,7376,6669,49190544
IQ.V,7377,6669,49197213
FUR.BE,7378,6669,49203882
RN.MI,7379,6669,49210551
BM8.MU,7380,6669,49217220
1307.TW,7381,6669,49223889
DGR.DE,7382,6669,49230558
NEQ.F,7383,6669,49237227
1236.TW,7384,6669,49243896
CAR.HM,7385,6668,49243180
HBM.HM,7386,6668,49249848
CASS.MI,7387,6668,49256516
HUD.F,7388,6668,49263184
ITN.HM,7389,6668,49269852
KDSI.JK,7390,6668,49276520
0709.HK,7391,6668,49283188
ABL.HM,7392,6668,49289856
AFO1.F,7393,6668,49296524
SBS.DU,7394,6667,49295798
GOLDENTOBC.BO,7395,6667,49302465
FEV.HM,7396,6667,49309132
ECN.F,7397,6667,49315799
ARW.F,7398,6667,49322466
FEW.F,7399,6667,49329133
EFS.MU,7400,6667,49335800
OEWA.HM,7401,6666,49335066
7095.KL,7402,6666,49341732
DPW.HM,7403,6666,49348398
HEI.HM,7404,6666,49355064
SOU.MU,7405,6666,49361730
XONA.MU,7406,6666,49368396
MUG.F,7407,6666,49375062
UMC,7408,6666,49381728
FSRA.F,7409,6665,49380985
MXD.F,7410,6665,49387650
CGO.AX,7411,6665,49394315
BANARISUG.BO,7412,6665,49400980
IQ3.MU,7413,6665,49407645
KUY.F,7414,6664,49406896
CYBERSC.BO,7415,6664,49413560
DOQ.MU,7416,6664,49420224
BVIC.JK,7417,6664,49426888
HBD1.DU,7418,6664,49433552
AEZ.F,7419,6664,49440216
MHR.F,7420,6664,49446880
PIONEEREMB.BO,7421,6664,49453544
BSS.HM,7422,6664,49460208
VIS.V,7423,6664,49466872
GSC1.DU,7424,6664,49473536
MLUMH.PA,7425,6664,49480200
KORI.PA,7426,6664,49486864
TBCN.F,7427,6664,49493528
SBW.F,7428,6664,49500192
600193.SS,7429,6664,49506856
EOS.AX,7430,6663,49506090
600236.SS,7431,6663,49512753
GBY.MU,7432,6663,49519416
QS2A.F,7433,6663,49526079
HZS.F,7434,6663,49532742
ANSALHSG.BO,7435,6663,49539405
1045.HK,7436,6663,49546068
HKY.F,7437,6662,49545294
NHCFOODS.BO,7438,6662,49551956
IGV.L,7439,6662,49558618
FHL.F,7440,6662,49565280
DPW.MU,7441,6662,49571942
7HP.MU,7442,6662,49578604
ELNET.BO,7443,6661,49577823
PR.MI,7444,6661,49584484
REY.MI,7445,6661,49591145
LPK.MU,7446,6661,49597806
TTMI,7447,6661,49604467
CU.TO,7448,6661,49611128
LHL.DU,7449,6661,49617789
BVB.HM,7450,6661,49624450
HUE.SW,7451,6661,49631111
ALT.AX,7452,6660,49630320
ALBERTDA.BO,7453,6660,49636980
DWNI.DU,7454,6660,49643640
GRM.MU,7455,6660,49650300
AXI.F,7456,6660,49656960
CMI.V,7457,6660,49663620
SHRIDINE.BO,7458,6660,49670280
ROYALCU.BO,7459,6660,49676940
MEDINOV.BO,7460,6659,49676140
ERT.MU,7461,6659,49682799
ANSALBU.BO,7462,6659,49689458
IRE.AX,7463,6659,49696117
FMC1.HM,7464,6659,49702776
CRANEX.BO,7465,6659,49709435
YRB.F,7466,6659,49716094
LLY.HM,7467,6659,49722753
CGM.MU,7468,6659,49729412
NEWT,7469,6659,49736071
KFBL.BO,7470,6658,49735260
1STCUS.BO,7471,6658,49741918
BUOB.MU,7472,6658,49748576
HYI.MU,7473,6658,49755234
PHGD,7474,6658,49761892
NSC.F,7475,6658,49768550
DRRX,7476,6658,49775208
AMP.F,7477,6658,49781866
MEX.F,7478,6658,49788524
TYC1.F,7479,6658,49795182
EUQ.BE,7480,6658,49801840
CBCZ,7481,6658,49808498
PME.AX,7482,6657,49807674
ELN.MI,7483,6657,49814331
AOD.HM,7484,6657,49820988
AGIOPAPER.BO,7485,6657,49827645
PALCRED.BO,7486,6657,49834302
ABW.F,7487,6657,49840959
APM.F,7488,6657,49847616
ACCEL.BO,7489,6656,49846784
TLV.F,7490,6656,49853440
ZMULTIPU.BO,7491,6656,49860096
KU2.DU,7492,6656,49866752
INTRA.BO,7493,6656,49873408
ECK.HM,7494,6656,49880064
FPC.F,7495,6656,49886720
MODAIRY.BO,7496,6655,49885880
ANDHRAPET.BO,7497,6655,49892535
600190.SS,7498,6655,49899190
2CK.HM,7499,6655,49905845
HQK.F,7500,6655,49912500
IPEKE.IS,7501,6655,49919155
JAN.F,7502,6655,49925810
MLU.F,7503,6655,49932465
GALADA.BO,7504,6655,49939120
DISAQ.BO,7505,6654,49938270
ENA.MU,7506,6654,49944924
ALUMS.PA,7507,6654,49951578
0188.HK,7508,6654,49958232
SAPA.MU,7509,6654,49964886
FOU1.MU,7510,6654,49971540
BIMETAL.BO,7511,6654,49978194
YSN.HM,7512,6654,49984848
CPP.MU,7513,6654,49991502
USE.HA,7514,6654,49998156
AEGISLOG.BO,7515,6654,50004810
HIFA-B.ST,7516,6654,50011464
APLI.JK,7517,6654,50018118
IMU.MU,7518,6654,50024772
600759.SS,7519,6653,50023907
SATHAISPAT.BO,7520,6653,50030560
SSS.DU,7521,6653,50037213
PHO.OL,7522,6653,50043866
CEA.HM,7523,6653,50050519
ENA.HM,7524,6653,50057172
JEN.HA,7525,6653,50063825
SEMI.BA,7526,6653,50070478
RDF1.F,7527,6653,50077131
S68.SI,7528,6652,50076256
8079.KL,7529,6652,50082908
3037.TW,7530,6652,50089560
BELE.ST,7531,6652,50096212
CCC3.DU,7532,6652,50102864
GVC.TO,7533,6652,50109516
DRW3.HA,7534,6652,50116168
VHO.MU,7535,6652,50122820
PFND,7536,6651,50121936
F10.SI,7537,6651,50128587
HEI.DU,7538,6651,50135238
ATN.F,7539,6651,50141889
600230.SS,7540,6651,50148540
EZJ.L,7541,6651,50155191
CLP.MU,7542,6651,50161842
600207.SS,7543,6651,50168493
LAKSELEC.BO,7544,6651,50175144
CTSA3.SA,7545,6651,50181795
ALPHA.BO,7546,6651,50188446
HPE.F,7547,6650,50187550
HAB.F,7548,6650,50194200
TXN.BA,7549,6650,50200850
OLL.F,7550,6650,50207500
IL3.F,7551,6650,50214150
FAG.ST,7552,6650,50220800
BALTE.BO,7553,6650,50227450
GGRA.F,7554,6649,50226546
BAL1R.RG,7555,6649,50233195
0730.HK,7556,6649,50239844
AK3.HM,7557,6649,50246493
AXELPOLY.BO,7558,6649,50253142
SHZH.F,7559,6649,50259791
ABL.MU,7560,6649,50266440
NF2.F,7561,6649,50273089
MHT.F,7562,6649,50279738
CKA.AX,7563,6649,50286387
GN.CO,7564,6649,50293036
XSI.F,7565,6649,50299685
MWB.SG,7566,6649,50306334
HHSE,7567,6649,50312983
GIL.MU,7568,6649,50319632
SPHEREGSL.BO,7569,6648,50318712
AB6.F,7570,6648,50325360
EIHAHOTELS.BO,7571,6648,50332008
2340.HK,7572,6648,50338656
MURUDCERA.BO,7573,6648,50345304
NISA.MU,7574,6648,50351952
UNTR.JK,7575,6648,50358600
PFI.F,7576,6648,50365248
CEK.HM,7577,6648,50371896
BLOOM.BO,7578,6648,50378544
HINDCOPPER.BO,7579,6648,50385192
EVT.DU,7580,6648,50391840
VIRTUALS.BO,7581,6648,50398488
UTC1.HM,7582,6647,50397554
ALG.HM,7583,6647,50404201
USE.DU,7584,6647,50410848
7285.KL,7585,6647,50417495
DST,7586,6647,50424142
HBC1.MU,7587,6647,50430789
XST.F,7588,6647,50437436
ANT.BR,7589,6647,50444083
NAL.MU,7590,6647,50450730
FJK.F,7591,6647,50457377
ANDHRACEMT.BO,7592,6647,50464024
IKAB.BO,7593,6646,50463078
EIN3.HM,7594,6646,50469724
AN3.F,7595,6646,50476370
5533.KL,7596,6646,50483016
PLM,7597,6646,50489662
ADB.HM,7598,6646,50496308
DPW.DU,7599,6646,50502954
DIP.F,7600,6646,50509600
LPK.DU,7601,6646,50516246
HUKI.MU,7602,6645,50515290
ADP.MU,7603,6645,50521935
BOSS.MU,7604,6645,50528580
WTH.F,7605,6645,50535225
UMEWF,7606,6645,50541870
0333.HK,7607,6645,50548515
QUAL.AT,7608,6645,50555160
CNJ.F,7609,6645,50561805
ROEA.F,7610,6645,50568450
RINO,7611,6645,50575095
DPR.F,7612,6644,50574128
GTCDF,7613,6644,50580772
7086.KL,7614,6644,50587416
DARDL.IS,7615,6644,50594060
CEK.MU,7616,6644,50600704
ACKNIT.BO,7617,6644,50607348
SYNCOMF.BO,7618,6644,50613992
SUI.F,7619,6644,50620636
BDU.SI,7620,6644,50627280
OBA.F,7621,6644,50633924
0032.HK,7622,6643,50632946
DBAN.DU,7623,6643,50639589
CTX.MU,7624,6643,50646232
UNVB.F,7625,6642,50645250
KANELIND.BO,7626,6642,50651892
XSZ.F,7627,6642,50658534
505.SI,7628,6642,50665176
TOH.F,7629,6642,50671818
GHK.F,7630,6642,50678460
WHBRADY.BO,7631,6642,50685102
STAA.F,7632,6642,50691744
DAO.F,7633,6642,50698386
600185.SS,7634,6642,50705028
TKA.VI,7635,6642,50711670
US7.F,7636,6641,50710676
PGH.L,7637,6641,50717317
MYM.MU,7638,6641,50723958
RSL2.HM,7639,6641,50730599
DPN.F,7640,6641,50737240
KONN.MU,7641,6641,50743881
GEDIZ.IS,7642,6641,50750522
CEMI,7643,6641,50757163
BCY.DU,7644,6641,50763804
GLH.F,7645,6641,50770445
CITYMAN.BO,7646,6641,50777086
SNP,7647,6641,50783727
ACWN.HM,7648,6640,50782720
BOA.MU,7649,6640,50789360
HKU.F,7650,6640,50796000
LEN.MU,7651,6640,50802640
7004.KL,7652,6640,50809280
XSE.F,7653,6640,50815920
WIT,7654,6640,50822560
JENBURPH.BO,7655,6640,50829200
HEH.MU,7656,6639,50828184
ASG.HM,7657,6639,50834823
GMM.HM,7658,6639,50841462
FENIS.IS,7659,6639,50848101
EKT.MU,7660,6639,50854740
NDA.MU,7661,6639,50861379
VHY.F,7662,6639,50868018
OCJ.F,7663,6639,50874657
JYR.F,7664,6639,50881296
FSY.F,7665,6639,50887935
WELCURE.BO,7666,6639,50894574
DPM.F,7667,6639,50901213
BRFS,7668,6639,50907852
SWJ.MU,7669,6638,50906822
FDA.MI,7670,6638,50913460
FTN.F,7671,6638,50920098
KIPA.IS,7672,6638,50926736
EDT1.F,7673,6638,50933374
GINISILK.BO,7674,6638,50940012
GCU.F,7675,6638,50946650
GS7.BE,7676,6638,50953288
GFT.MU,7677,6637,50952249
BIH.F,7678,6637,50958886
TITANBIO.BO,7679,6637,50965523
ALKIM.IS,7680,6637,50972160
ASIANBRG.BO,7681,6637,50978797
BOMBCYC.BO,7682,6637,50985434
GS7.DU,7683,6637,50992071
PGN.F,7684,6637,50998708
GS7.MU,7685,6637,51005345
CUK,7686,6637,51011982
GS7.HM,7687,6637,51018619
TUP.MU,7688,6637,51025256
GS7.F,7689,6637,51031893
JNP.MU,7690,6637,51038530
SX.PA,7691,6637,51045167
ADM.DE,7692,6637,51051804
SWI.MU,7693,6636,51050748
FJC.F,7694,6636,51057384
WWSG,7695,6636,51064020
NBO.F,7696,6636,51070656
DLEXY,7697,6636,51077292
NFR.F,7698,6636,51083928
GNTLF,7699,6636,51090564
WUG.DU,7700,6636,51097200
0179.HK,7701,6636,51103836
UN4.F,7702,6636,51110472
PO6.F,7703,6636,51117108
NZE.F,7704,6636,51123744
TLW.MU,7705,6636,51130380
ARC.L,7706,6635,51129310
NTN.F,7707,6635,51135945
DIO.MU,7708,6635,51142580
9601.KL,7709,6635,51149215
FIPP.PA,7710,6635,51155850
0716.HK,7711,6634,51154774
FMQ.F,7712,6634,51161408
AMG.DU,7713,6634,51168042
DABUR.BO,7714,6634,51174676
FTO.F,7715,6634,51181310
BOX.MU,7716,6633,51180228
PEO.F,7717,6633,51186861
GOS.DE,7718,6633,51193494
KSB3.DU,7719,6633,51200127
PTI.MU,7720,6633,51206760
TSQ.MU,7721,6632,51205672
MYD.MU,7722,6632,51212304
SIX2.DU,7723,6632,51218936
AIL.HA,7724,6632,51225568
BSD2.HA,7725,6632,51232200
AFR.MU,7726,6632,51238832
FRS.MU,7727,6632,51245464
BC8.HA,7728,6632,51252096
TNE2.DE,7729,6631,51250999
CIS.HA,7730,6631,51257630
TCX.F,7731,6631,51264261
034020.KS,7732,6631,51270892
CMC.F,7733,6631,51277523
WKH.MU,7734,6631,51284154
MSRB.MU,7735,6630,51283050
YSN.MU,7736,6630,51289680
DCO.MU,7737,6630,51296310
AWX.SI,7738,6630,51302940
TKD.HM,7739,6630,51309570
ART.DU,7740,6630,51316200
BRM.HM,7741,6629,51315089
HDM.HM,7742,6629,51321718
UOB.MU,7743,6629,51328347
HEI.HA,7744,6629,51334976
DTV.MU,7745,6629,51341605
9377.KL,7746,6629,51348234
ALS.HM,7747,6629,51354863
JPEI.L,7748,6629,51361492
BFV.HM,7749,6629,51368121
GSC1.MU,7750,6628,51367000
5134.KL,7751,6628,51373628
TTK.HM,7752,6628,51380256
GRM.F,7753,6628,51386884
EXJ.HM,7754,6628,51393512
CHH.MU,7755,6628,51400140
BEZ.DU,7756,6628,51406768
BNBR.JK,7757,6628,51413396
PUG.F,7758,6628,51420024
CYSNF,7759,6627,51418893
AXA.DU,7760,6627,51425520
TRIM.JK,7761,6627,51432147
TBK.MU,7762,6627,51438774
WUG.DE,7763,6626,51437638
FMEA.MU,7764,6626,51444264
FUR.F,7765,6626,51450890
DCIK.MU,7766,6626,51457516
DEQ.F,7767,6626,51464142
CBGB.MU,7768,6626,51470768
MWB.MU,7769,6626,51477394
CPW.HM,7770,6626,51484020
7028.KL,7771,6626,51490646
RAVALSUGAR.BO,7772,6625,51489500
STLXF,7773,6625,51496125
TUPY3.SA,7774,6625,51502750
LGT.MC,7775,6625,51509375
ABIO.PA,7776,6625,51516000
KEPL3.SA,7777,6625,51522625
ICBP.JK,7778,6625,51529250
CEGR3.SA,7779,6625,51535875
KABE-B.ST,7780,6625,51542500
UNIC.JK,7781,6625,51549125
DRW3.DU,7782,6624,51547968
XMEX,7783,6624,51554592
WHA.MU,7784,6624,51561216
SGJH.MU,7785,6624,51567840
DGR.HM,7786,6624,51574464
3743.KL,7787,6624,51581088
AEE1.BE,7788,6624,51587712
AEI.AX,7789,6624,51594336
JBL.MU,7790,6624,51600960
INDF.JK,7791,6624,51607584
CSJ.MU,7792,6624,51614208
TA1.F,7793,6624,51620832
VTX.MU,7794,6624,51627456
ACAN.PA,7795,6623,51626285
BBI.MU,7796,6623,51632908
NOAA.DE,7797,6623,51639531
AP2.HM,7798,6623,51646154
PEAB3.SA,7799,6622,51644978
YMA.F,7800,6622,51651600
JAN.MU,7801,6621,51650421
ADM.MU,7802,6621,51657042
CSC.MU,7803,6621,51663663
ANL.MU,7804,6621,51670284
IDOX.L,7805,6621,51676905
DEQ.DE,7806,6621,51683526
CSR.MU,7807,6621,51690147
600197.SS,7808,6621,51696768
WINSOMBR.BO,7809,6621,51703389
600231.SS,7810,6621,51710010
2M6.MU,7811,6620,51708820
TAJGVK.BO,7812,6620,51715440
KRN.DU,7813,6620,51722060
CDI.L,7814,6620,51728680
VOS.DU,7815,6620,51735300
HU3.MU,7816,6620,51741920
DRX.TO,7817,6620,51748540
IFCN.SW,7818,6619,51747342
EGL.LS,7819,6619,51753961
DANSKE.CO,7820,6619,51760580
SKB.HM,7821,6619,51767199
CEA.MU,7822,6619,51773818
RI1.MU,7823,6619,51780437
0386.HK,7824,6619,51787056
BUY.MU,7825,6619,51793675
ICA.MU,7826,6619,51800294
K75.SI,7827,6619,51806913
DROME.AT,7828,6618,51805704
CLH.MU,7829,6618,51812322
NTH.F,7830,6618,51818940
SIX3.DU,7831,6618,51825558
MEL.MU,7832,6618,51832176
CBA.MU,7833,6618,51838794
1120.HK,7834,6617,51837578
YP6.BE,7835,6616,51836360
MPPA.JK,7836,6616,51842976
QIN.HM,7837,6616,51849592
6149.KL,7838,6616,51856208
600083.SS,7839,6616,51862824
LUM.DU,7840,6616,51869440
9148.KL,7841,6616,51876056
CDI.NZ,7842,6616,51882672
TLW.DU,7843,6616,51889288
MIE1.MU,7844,6616,51895904
CBDG.PA,7845,6615,51894675
7080.KL,7846,6615,51901290
600215.SS,7847,6615,51907905
ELG.DU,7848,6615,51914520
ERF,7849,6615,51921135
OERL.SW,7850,6615,51927750
BVB.MU,7851,6615,51934365
HNL.DE,7852,6615,51940980
SWA.HM,7853,6615,51947595
BFV.MU,7854,6615,51954210
OCL.AX,7855,6614,51952970
CIS.BE,7856,6614,51959584
XIM.F,7857,6614,51966198
BOSS.DU,7858,6614,51972812
TJG.F,7859,6614,51979426
CSF.MU,7860,6614,51986040
ICP.DU,7861,6614,51992654
ELEKTRA.MX,7862,6614,51999268
HDI.HM,7863,6614,52005882
600208.SS,7864,6613,52004632
BMW.BE,7865,6613,52011245
AXI.MU,7866,6613,52017858
QIN.MU,7867,6613,52024471
CDE.MU,7868,6613,52031084
GAP.AX,7869,6613,52037697
BTL.HM,7870,6613,52044310
GSVI,7871,6613,52050923
TPP.AX,7872,6613,52057536
TKAGY,7873,6612,52056276
VX1.HM,7874,6612,52062888
CIT.MU,7875,6612,52069500
WM.TO,7876,6612,52076112
6173.KL,7877,6612,52082724
MDF.TO,7878,6612,52089336
BMT.DU,7879,6612,52095948
STGZ,7880,6612,52102560
ACR.HM,7881,6612,52109172
SMAR.JK,7882,6611,52107902
0557.HK,7883,6611,52114513
MHR.MU,7884,6611,52121124
EVD.HM,7885,6611,52127735
BABB,7886,6611,52134346
NMXS,7887,6611,52140957
PFV.HA,7888,6611,52147568
0213.HK,7889,6611,52154179
MITI.JK,7890,6611,52160790
DGED.L,7891,6610,52159510
GENCO.BK,7892,6610,52166120
SE7.F,7893,6610,52172730
WSL.L,7894,6610,52179340
0081.HK,7895,6610,52185950
CYD.MU,7896,6610,52192560
SDRC.L,7897,6610,52199170
IB5A.MU,7898,6610,52205780
FEV.MU,7899,6610,52212390
IPG.F,7900,6610,52219000
TOTB.HM,7901,6609,52217709
RKB.DU,7902,6609,52224318
NZYM-B.CO,7903,6609,52230927
MYM.HM,7904,6609,52237536
MCG.MU,7905,6609,52244145
BERR.PA,7906,6609,52250754
H18.SI,7907,6609,52257363
HVB.HA,7908,6608,52256064
MLIDS.PA,7909,6608,52262672
GMD.MX,7910,6608,52269280
DTEA.F,7911,6608,52275888
PKA.F,7912,6608,52282496
4936.KL,7913,6607,52281191
600212.SS,7914,6607,52287798
ADL.HM,7915,6607,52294405
IFS.DU,7916,6607,52301012
APR.F,7917,6607,52307619
PNY.DU,7918,6607,52314226
GNG.V,7919,6607,52320833
ADC.DU,7920,6606,52319520
ITU.HM,7921,6606,52326126
TMI.MU,7922,6606,52332732
0066.HK,7923,6606,52339338
EDL.HA,7924,6606,52345944
CTY.MU,7925,6606,52352550
MOS.MU,7926,6606,52359156
BMM.MU,7927,6606,52365762
KGR.BE,7928,6606,52372368
FAA.MU,7929,6605,52371045
RIGL,7930,6605,52377650
BIO3.DU,7931,6605,52384255
IGP.L,7932,6605,52390860
HETA.DU,7933,6605,52397465
SCT.MU,7934,6605,52404070
1170.HK,7935,6605,52410675
EW1.MU,7936,6605,52417280
DB1.DE,7937,6605,52423885
BVB.DU,7938,6605,52430490
CPA.DE,7939,6605,52437095
0126.HK,7940,6604,52435760
ADL.DU,7941,6604,52442364
DB1.F,7942,6604,52448968
FAA.HM,7943,6604,52455572
EVD.MU,7944,6604,52462176
MFL.F,7945,6604,52468780
MAHINDCIE.BO,7946,6604,52475384
HVB.HM,7947,6603,52474041
DECCANCE.BO,7948,6603,52480644
FLR,7949,6603,52487247
DB1.MU,7950,6603,52493850
SWJ.HM,7951,6603,52500453
600258.SS,7952,6603,52507056
JUN3.DU,7953,6602,52505706
0260.HK,7954,6602,52512308
GDX.HM,7955,6602,52518910
ME5A.MU,7956,6602,52525512
CU3.F,7957,6602,52532114
RCS.MI,7958,6602,52538716
TLCO,7959,6600,52529400
ESL.MU,7960,6600,52536000
VRME,7961,6600,52542600
0034.HK,7962,6600,52549200
SUO.F,7963,6600,52555800
ITUB4.SA,7964,6600,52562400
SVHG.F,7965,6600,52569000
GOB.DU,7966,6600,52575600
HNL.F,7967,6600,52582200
JUN3.HA,7968,6599,52580832
CDS.MU,7969,6599,52587431
HAS.MU,7970,6599,52594030
CPF.MU,7971,6599,52600629
VIS.MU,7972,6599,52607228
9334.KL,7973,6599,52613827
NBG6.DU,7974,6599,52620426
FAA.DU,7975,6599,52627025
600220.SS,7976,6599,52633624
RATV.MU,7977,6599,52640223
CWW.MU,7978,6598,52638844
GSA.F,7979,6598,52645442
CTRA.JK,7980,6598,52652040
MGC.F,7981,6598,52658638
CIE1.DU,7982,6597,52657254
AVD.MU,7983,6597,52663851
MEL.F,7984,6597,52670448
AATG.L,7985,6597,52677045
AES.MU,7986,6597,52683642
CTL.MU,7987,6597,52690239
FDX.MU,7988,6597,52696836
TELNY,7989,6597,52703433
GRMN,7990,6597,52710030
ARD.V,7991,6596,52708636
HLL.MU,7992,6596,52715232
HUD.MU,7993,6596,52721828
KZD.V,7994,6596,52728424
RAE.F,7995,6596,52735020
PA2.F,7996,6596,52741616
EMO.F,7997,6596,52748212
S6M.MU,7998,6595,52746810
SHF.HM,7999,6595,52753405
XONA.DU,8000,6594,52752000
CSH.DU,8001,6594,52758594
TGNA.F,8002,6594,52765188
CJR.F,8003,6594,52771782
FSA.AX,8004,6594,52778376
NBG6.MU,8005,6594,52784970
MWB.BE,8006,6594,52791564
RBMS.JK,8007,6594,52798158
EUX.MU,8008,6594,52804752
DB1.HM,8009,6593,52803337
EBA.DU,8010,6593,52809930
IFA.DU,8011,6593,52816523
CAO.F,8012,6593,52823116
LTT.MU,8013,6593,52829709
7544.KL,8014,6593,52836302
LTI.L,8015,6593,52842895
2M6.DU,8016,6593,52849488
ACWN.DU,8017,6593,52856081
TIR.L,8018,6593,52862674
HRZCA,8019,6593,52869267
FSY.MU,8020,6592,52867840
FPC.MU,8021,6592,52874432
MEMS.PA,8022,6592,52881024
SIS.DU,8023,6592,52887616
RHK.DU,8024,6592,52894208
CEA.DU,8025,6592,52900800
1123.HK,8026,6592,52907392
HUL.MU,8027,6592,52913984
MKL.F,8028,6592,52920576
RGN.MU,8029,6592,52927168
AEP.HM,8030,6591,52925730
JSY.F,8031,6591,52932321
ARX.MU,8032,6591,52938912
BE8.F,8033,6591,52945503
1666.HK,8034,6591,52952094
BIF.MU,8035,6591,52958685
8AK.F,8036,6591,52965276
BWV.F,8037,6591,52971867
ABA.DU,8038,6590,52970420
HLU.F,8039,6590,52977010
VMR1.DU,8040,6590,52983600
AIR.DU,8041,6590,52990190
7HP.DU,8042,6590,52996780
CBE.F,8043,6590,53003370
0657.HK,8044,6590,53009960
MOGG.F,8045,6589,53008505
FBU.NZ,8046,6589,53015094
EVI.F,8047,6589,53021683
8192.KL,8048,6589,53028272
IPG.MU,8049,6588,53026812
TEG.DE,8050,6588,53033400
BED.F,8051,6588,53039988
BUY.F,8052,6588,53046576
SAHARAHOUS.BO,8053,6588,53053164
FNG.DU,8054,6588,53059752
TKD.MU,8055,6588,53066340
BTN,8056,6588,53072928
CLH.F,8057,6588,53079516
TBCN.MU,8058,6587,53078046
VODJ.F,8059,6587,53084633
BWB.DU,8060,6587,53091220
DPW.HA,8061,6587,53097807
2486.TW,8062,6587,53104394
EFL.TO,8063,6587,53110981
EO5.F,8064,6587,53117568
SBTA.MU,8065,6586,53116090
ITE.PA,8066,6586,53122676
ITN.DU,8067,6586,53129262
IGAR.JK,8068,6586,53135848
AMP.MU,8069,6586,53142434
LPPS.JK,8070,6586,53149020
BMD.L,8071,6586,53155606
GMM.DU,8072,6586,53162192
UZU.DU,8073,6586,53168778
FOU1.DU,8074,6586,53175364
GGRA.MU,8075,6585,53173875
DRE2.HM,8076,6585,53180460
MYRX.JK,8077,6585,53187045
