,x,y,area
MEB.AX,8078,6585,53193630
FEV.DU,8079,6585,53200215
CSV.MU,8080,6585,53206800
QIS.V,8081,6584,53205304
DRE2.DU,8082,6584,53211888
CHUA.F,8083,6584,53218472
HAL.DU,8084,6584,53225056
MVV1.HM,8085,6584,53231640
UUU.DU,8086,6584,53238224
NWX.MU,8087,6584,53244808
SGE.DU,8088,6584,53251392
CDSG,8089,6584,53257976
FS8.MU,8090,6583,53256470
ATO.MU,8091,6583,53263053
OCBA.MU,8092,6583,53269636
ME9.MU,8093,6583,53276219
ZOF.MU,8094,6583,53282802
CNWT,8095,6583,53289385
GGS.DE,8096,6583,53295968
AKBIF,8097,6583,53302551
HNC.MU,8098,6583,53309134
VIB3.DU,8099,6582,53307618
AFX.DU,8100,6582,53314200
RIMO.JK,8101,6582,53320782
EDL.DU,8102,6582,53327364
AX8.MU,8103,6582,53333946
YIZH.F,8104,6582,53340528
AN5.F,8105,6581,53339005
ZWC1.MU,8106,6581,53345586
DTPA.MU,8107,6581,53352167
HNN.MU,8108,6581,53358748
HIK.DU,8109,6581,53365329
GFT.DU,8110,6581,53371910
GTR.DU,8111,6581,53378491
600216.SS,8112,6581,53385072
MLIA.JK,8113,6581,53391653
DIP.MU,8114,6581,53398234
CNJ.MU,8115,6580,53396700
CHNUF,8116,6580,53403280
SKB.DU,8117,6580,53409860
HRO.F,8118,6580,53416440
TN8.F,8119,6580,53423020
FFX.MU,8120,6580,53429600
OBL.F,8121,6580,53436180
DAP.F,8122,6580,53442760
EVI.MU,8123,6580,53449340
TDB.F,8124,6580,53455920
DB1.DU,8125,6580,53462500
VNI.MU,8126,6580,53469080
BETS-B.ST,8127,6579,53467533
IPZ.MU,8128,6579,53474112
SJZN.MU,8129,6579,53480691
ISM.F,8130,6579,53487270
LOR.DU,8131,6579,53493849
AUS.MU,8132,6579,53500428
0042.HK,8133,6579,53507007
NOM.CN,8134,6579,53513586
FIBERWEB.BO,8135,6579,53520165
0204.HK,8136,6579,53526744
YME.F,8137,6579,53533323
GTT.F,8138,6578,53531764
CYC.MU,8139,6578,53538342
KSB.DU,8140,6578,53544920
EDGW,8141,6578,53551498
MQI.F,8142,6578,53558076
EWL.F,8143,6577,53556511
FTE.DU,8144,6577,53563088
AX8.F,8145,6577,53569665
IS.ST,8146,6577,53576242
STHI,8147,6577,53582819
ACWN.MU,8148,6577,53589396
CEK.DU,8149,6577,53595973
UCM.F,8150,6577,53602550
TEKA3.SA,8151,6576,53600976
TKIM.JK,8152,6576,53607552
BIO.DU,8153,6576,53614128
A1OS.DU,8154,6576,53620704
OLG.MU,8155,6576,53627280
BDT.DU,8156,6575,53625700
MGK.F,8157,6575,53632275
ASG.MU,8158,6575,53638850
HAY.MU,8159,6575,53645425
BYG.MU,8160,6575,53652000
ARET,8161,6575,53658575
FSE.F,8162,6575,53665150
HETA.MU,8163,6575,53671725
CBT.F,8164,6574,53670136
SONA.JK,8165,6574,53676710
BGW.F,8166,6574,53683284
BXN.AX,8167,6574,53689858
TIS.DU,8168,6574,53696432
8141.KL,8169,6574,53703006
BDT.TO,8170,6574,53709580
MUB.DU,8171,6574,53716154
MFU.MU,8172,6574,53722728
GOS.DU,8173,6573,53721129
NZM2.F,8174,6573,53727702
8078.HK,8175,6573,53734275
CUV.AX,8176,6573,53740848
DAM.DU,8177,6573,53747421
HMT.V,8178,6573,53753994
VIP.AX,8179,6572,53752388
SXYA.F,8180,6572,53758960
IFF.F,8181,6572,53765532
EXJ.DU,8182,6572,53772104
2305.KL,8183,6572,53778676
5028.KL,8184,6572,53785248
SVHG.MU,8185,6571,53783635
OCJ.MU,8186,6571,53790206
COWP,8187,6571,53796777
KOA.MU,8188,6571,53803348
KPN.DU,8189,6571,53809919
YSN.DU,8190,6571,53816490
HDM.DU,8191,6571,53823061
AZU.F,8192,6571,53829632
HBH.DU,8193,6571,53836203
AFO1.MU,8194,6570,53834580
6203.KL,8195,6570,53841150
SNV.V,8196,6570,53847720
ADK.V,8197,6570,53854290
MSGL.DU,8198,6569,53852662
OPQ.F,8199,6569,53859231
INTP.JK,8200,6569,53865800
600222.SS,8201,6569,53872369
KBCA.BR,8202,6569,53878938
ECJ.F,8203,6569,53885507
CSTW,8204,6568,53883872
MFY.F,8205,6568,53890440
TEV.DU,8206,6568,53897008
CPI.AT,8207,6568,53903576
TEL.OL,8208,6568,53910144
MYOR.JK,8209,6568,53916712
NSE.MU,8210,6568,53923280
MIE1.DU,8211,6568,53929848
NBC.F,8212,6568,53936416
BSS.DU,8213,6568,53942984
GEOB.MX,8214,6567,53941338
VNI.F,8215,6567,53947905
RLBD,8216,6567,53954472
MAT1.DU,8217,6567,53961039
TIRA.JK,8218,6567,53967606
EIN3.DU,8219,6567,53974173
HSB.MU,8220,6567,53980740
GPN,8221,6567,53987307
FRS.DU,8222,6566,53985652
SHZH.MU,8223,6566,53992218
QCI.DU,8224,6565,53990560
HFF.F,8225,6565,53997125
NC5A.DU,8226,6565,54003690
YMA.MU,8227,6565,54010255
OHB.F,8228,6565,54016820
GBLB.BR,8229,6565,54023385
GMTD.JK,8230,6565,54029950
UHID,8231,6565,54036515
BOR.OL,8232,6564,54034848
THC1.F,8233,6564,54041412
0701.HK,8234,6564,54047976
DNET.JK,8235,6564,54054540
AB3A.F,8236,6564,54061104
600268.SS,8237,6564,54067668
DIS.L,8238,6563,54065994
MWB.DU,8239,6563,54072557
SOAN.F,8240,6563,54079120
AUX.F,8241,6562,54077442
BMT.MU,8242,6562,54084004
DAL.MI,8243,6562,54090566
FAST.JK,8244,6562,54097128
LMPI.JK,8245,6562,54103690
ECK.DU,8246,6562,54110252
TOTA.BE,8247,6562,54116814
BIT.AX,8248,6561,54115128
CUEH.F,8249,6561,54121689
RYC.F,8250,6561,54128250
600149.SS,8251,6561,54134811
INKP.JK,8252,6561,54141372
6939.KL,8253,6561,54147933
ECGF.MU,8254,6560,54146240
CISTRO.BO,8255,6560,54152800
TOHN.SW,8256,6560,54159360
LUKN.SW,8257,6560,54165920
SYT.HM,8258,6559,54164222
SAC.DU,8259,6559,54170781
NOVO-B.CO,8260,6559,54177340
CTD.F,8261,6559,54183899
AUTO.JK,8262,6559,54190458
JOT.F,8263,6559,54197017
FTP.MU,8264,6559,54203576
CLXN.SW,8265,6558,54201870
RAK.F,8266,6558,54208428
CTH1V.HE,8267,6558,54214986
0211.HK,8268,6558,54221544
DAN.SW,8269,6557,54219833
SEC.PA,8270,6557,54226390
KY4.F,8271,6557,54232947
ASAA.MU,8272,6557,54239504
SPACE.AT,8273,6557,54246061
TEV.MU,8274,6556,54244344
AJXA.DU,8275,6556,54250900
SHG.MU,8276,6556,54257456
TTO.MU,8277,6556,54264012
0340.HK,8278,6556,54270568
042670.KS,8279,6556,54277124
NPS.DU,8280,6555,54275400
6297.KL,8281,6554,54273674
FFH.F,8282,6554,54280228
NSE.DU,8283,6554,54286782
GKE.BE,8284,6554,54293336
NDX1.DE,8285,6554,54299890
SDA.F,8286,6553,54298158
7029.KL,8287,6553,54304711
EDG.DU,8288,6553,54311264
600000.SS,8289,6553,54317817
INTA.JK,8290,6553,54324370
AFT.MU,8291,6553,54330923
WEC.AX,8292,6553,54337476
NOVC.F,8293,6553,54344029
EXAS,8294,6553,54350582
CUEH.MU,8295,6553,54357135
W8A.MU,8296,6552,54355392
ROH.DU,8297,6552,54361944
NOAA.MU,8298,6552,54368496
2409.TW,8299,6552,54375048
CC6.F,8300,6551,54373300
HETA3.SA,8301,6551,54379851
IL3.MU,8302,6551,54386402
7315.KL,8303,6551,54392953
600219.SS,8304,6550,54391200
IBT.F,8305,6550,54397750
AFG.F,8306,6550,54404300
NOH1.DU,8307,6550,54410850
WDP.DU,8308,6550,54417400
DC2.F,8309,6549,54415641
REP.DU,8310,6549,54422190
GLGI,8311,6549,54428739
042660.KS,8312,6549,54435288
HF1.F,8313,6549,54441837
EXL1V.HE,8314,6548,54440072
DNO.MU,8315,6548,54446620
KOC.F,8316,6548,54453168
0682.HK,8317,6548,54459716
AEC1.DU,8318,6548,54466264
0039.HK,8319,6548,54472812
1001.HK,8320,6548,54479360
STRINV.CO,8321,6548,54485908
HU7.F,8322,6547,54484134
AES.F,8323,6547,54490681
VIR.BE,8324,6547,54497228
5021.KL,8325,6547,54503775
GLA1V.HE,8326,6547,54510322
CCN.PA,8327,6547,54516869
RILBA.CO,8328,6547,54523416
AZR.SI,8329,6546,54521634
TTK.DU,8330,6546,54528180
GUI.MU,8331,6546,54534726
IPZ.F,8332,6546,54541272
OIS,8333,6546,54547818
SYZ.HM,8334,6545,54546030
BGT.MU,8335,6545,54552575
5207.KL,8336,6545,54559120
BOKA.AS,8337,6545,54565665
600.SI,8338,6545,54572210
FTI.MU,8339,6545,54578755
HBC2.DU,8340,6545,54585300
5434.TW,8341,6545,54591845
5024.KL,8342,6545,54598390
CAR.DU,8343,6545,54604935
UTC-C.TO,8344,6544,54603136
HNK1.DU,8345,6544,54609680
VIS.F,8346,6544,54616224
KTH,8347,6544,54622768
HL5.F,8348,6544,54629312
TRBA.MU,8349,6544,54635856
HDI.DU,8350,6543,54634050
RDEB.MU,8351,6543,54640593
3611.KL,8352,6543,54647136
CENLUB.BO,8353,6542,54645326
NB3.MU,8354,6542,54651868
LIVC,8355,6542,54658410
BYW6.DE,8356,6542,54664952
PZ41.F,8357,6542,54671494
INTH,8358,6542,54678036
ASCO.AT,8359,6542,54684578
BOY.DU,8360,6541,54682760
SGKN.SW,8361,6541,54689301
MV9L.F,8362,6540,54687480
APR.MU,8363,6540,54694020
NOTA.F,8364,6540,54700560
EZB.F,8365,6540,54707100
TMPO.JK,8366,6540,54713640
DB1.HA,8367,6540,54720180
CGAS3.SA,8368,6540,54726720
0365.HK,8369,6539,54724891
ENA.DU,8370,6539,54731430
CIW.AX,8371,6539,54737969
COHG,8372,6539,54744508
CPA.DU,8373,6539,54751047
FAI.MU,8374,6538,54749212
KOVAI.BO,8375,6538,54755750
BGT.DU,8376,6538,54762288
INDNIPPON.BO,8377,6537,54760449
GON.DU,8378,6537,54766986
WDC.DU,8379,6537,54773523
MLGAI.PA,8380,6537,54780060
NAL.TO,8381,6536,54778216
TRBA.DU,8382,6535,54776370
ABA.DE,8383,6535,54782905
0943.HK,8384,6535,54789440
GUI.DU,8385,6535,54795975
VHY.DU,8386,6535,54802510
CB4.F,8387,6535,54809045
PDA.MU,8388,6535,54815580
FJI.MU,8389,6534,54813726
FUC.MU,8390,6534,54820260
LPLI.JK,8391,6534,54826794
APRDN,8392,6534,54833328
ASI1.MU,8393,6533,54831469
EUCA3.SA,8394,6533,54838002
YIZH.MU,8395,6533,54844535
AOD.MU,8396,6533,54851068
0114.HK,8397,6533,54857601
SIEB.F,8398,6532,54855736
BHP1.F,8399,6532,54862268
IMU.DU,8400,6531,54860400
EKE.F,8401,6531,54866931
SEJ1.F,8402,6531,54873462
EAC.DU,8403,6531,54879993
SHD.MU,8404,6531,54886524
MPX,8405,6530,54884650
VI6.MU,8406,6530,54891180
AFR.DU,8407,6530,54897710
BCO.MU,8408,6530,54904240
FMCCM,8409,6530,54910770
AOD.DU,8410,6530,54917300
TXW.MU,8411,6529,54915419
MZA.MU,8412,6529,54921948
2330.HK,8413,6529,54928477
OTK.F,8414,6528,54926592
0406.HK,8415,6528,54933120
PDA.DU,8416,6528,54939648
DSFI.JK,8417,6528,54946176
ISW.F,8418,6528,54952704
AG8.MU,8419,6528,54959232
XS4.F,8420,6528,54965760
IQ3.DU,8421,6527,54963867
7099.KL,8422,6527,54970394
VES.MU,8423,6527,54976921
QCI.MU,8424,6527,54983448
CCET.BK,8425,6527,54989975
ACFL,8426,6526,54988076
DSN.F,8427,6526,54994602
OMG.L,8428,6526,55001128
FKA.MU,8429,6526,55007654
EZB.MU,8430,6526,55014180
ELAA.F,8431,6526,55020706
ABJ.F,8432,6525,55018800
RHO.F,8433,6525,55025325
6LA.F,8434,6524,55023416
BSC.L,8435,6524,55029940
NCR1.DU,8436,6524,55036464
BV3.F,8437,6523,55034551
AGS.BR,8438,6523,55041074
5031.KL,8439,6523,55047597
FSE.MU,8440,6523,55054120
7854.KL,8441,6523,55060643
ALD.DU,8442,6523,55067166
SGEN,8443,6523,55073689
ASG.DU,8444,6522,55071768
JBX.F,8445,6522,55078290
CSF.DU,8446,6522,55084812
LTLS.JK,8447,6521,55082887
TCW.MU,8448,6521,55089408
SND.MU,8449,6521,55095929
ACE1.MU,8450,6521,55102450
ADN1.DU,8451,6520,55100520
KHODAY.BO,8452,6520,55107040
ME9.DU,8453,6520,55113560
0089.HK,8454,6519,55111626
MLCVG.PA,8455,6519,55118145
JPFA.JK,8456,6519,55124664
HS2.F,8457,6518,55122726
600221.SS,8458,6518,55129244
EFGD.IL,8459,6517,55127303
XPH.MU,8460,6517,55133820
BLUEDART.BO,8461,6517,55140337
UE1.F,8462,6517,55146854
DIE.HM,8463,6517,55153371
KDCE,8464,6517,55159888
AS3.F,8465,6517,55166405
SNSGF,8466,6517,55172922
BRNA.JK,8467,6516,55170972
DIE.DU,8468,6516,55177488
HEROMOTOCO.BO,8469,6515,55175535
ETG.TO,8470,6515,55182050
CWW.F,8471,6515,55188565
PSM.DE,8472,6515,55195080
KYW.F,8473,6515,55201595
HAE1T.TL,8474,6515,55208110
HBIO,8475,6515,55214625
MMP,8476,6515,55221140
INCI.JK,8477,6514,55219178
SOLB.BR,8478,6514,55225692
SIMA.JK,8479,6514,55232206
KONN.F,8480,6514,55238720
BTL.MU,8481,6514,55245234
ETWA.JK,8482,6514,55251748
DSE.DU,8483,6513,55249779
GHK.MU,8484,6513,55256292
047050.KS,8485,6513,55262805
600182.SS,8486,6512,55260832
CLRN.F,8487,6512,55267344
DDU.F,8488,6512,55273856
7025.KL,8489,6512,55280368
KGJI,8490,6512,55286880
PTS.TO,8491,6512,55293392
LAG.MU,8492,6512,55299904
7113.KL,8493,6511,55297923
9407.KL,8494,6511,55304434
7115.KL,8495,6511,55310945
EVD.DU,8496,6511,55317456
CEI.F,8497,6511,55323967
ABB.ST,8498,6511,55330478
PETUN.IS,8499,6511,55336989
GENNEX.BO,8500,6511,55343500
RTO1.MU,8501,6510,55341510
DIE.MU,8502,6510,55348020
NEX.PA,8503,6510,55354530
FOMA.MU,8504,6510,55361040
RI7.F,8505,6510,55367550
IHLAS.IS,8506,6509,55365554
CYL.F,8507,6509,55372063
6068.KL,8508,6509,55378572
8028.HK,8509,6509,55385081
CSV.F,8510,6508,55383080
IXD1.F,8511,6508,55389588
MLL.DE,8512,6507,55387584
9342.KL,8513,6507,55394091
NF2.MU,8514,6507,55400598
GIN.MU,8515,6507,55407105
9199.KL,8516,6507,55413612
ATD.MU,8517,6507,55420119
AP2.MU,8518,6506,55418108
KMG,8519,6506,55424614
VIKASGRAN.BO,8520,6506,55431120
BMU.F,8521,6505,55429105
ENQ.F,8522,6505,55435610
BPE5.DU,8523,6505,55442115
RAY-B.ST,8524,6505,55448620
IRON.L,8525,6505,55455125
NEIK,8526,6504,55453104
AKP.F,8527,6504,55459608
BAC.DE,8528,6503,55457584
SPW.F,8529,6503,55464087
TE1.F,8530,6503,55470590
7062.KL,8531,6503,55477093
KK2.F,8532,6503,55483596
VAN.MU,8533,6503,55490099
CNP.F,8534,6502,55488068
ITX.MC,8535,6502,55494570
DEC.PA,8536,6502,55501072
IHEVA.IS,8537,6502,55507574
5026.KL,8538,6502,55514076
IVU.DU,8539,6502,55520578
MDD.F,8540,6502,55527080
YPH.MU,8541,6501,55525041
EAR.MU,8542,6501,55531542
NOVC.DE,8543,6500,55529500
WB1.MU,8544,6500,55536000
NOVC.MU,8545,6500,55542500
TYR.F,8546,6499,55540454
BP.SW,8547,6499,55546953
JOHB.F,8548,6499,55553452
MDG1.DU,8549,6499,55559951
600229.SS,8550,6499,55566450
GUG.MU,8551,6499,55572949
CAJ.MU,8552,6499,55579448
SJ7.MU,8553,6499,55585947
CTZ.MU,8554,6498,55583892
QAN.MU,8555,6498,55590390
LCE.AX,8556,6498,55596888
SMSN.IL,8557,6497,55594829
CBKD.IL,8558,6497,55601326
FRA.DE,8559,6497,55607823
SHBI,8560,6497,55614320
SMSN.L,8561,6497,55620817
EKE.MU,8562,6497,55627314
NGP.MU,8563,6496,55625248
KOP.MU,8564,6496,55631744
WDP.MU,8565,6496,55638240
NS,8566,6496,55644736
HPX.F,8567,6496,55651232
UEH.F,8568,6495,55649160
KPI1.MU,8569,6495,55655655
558.SI,8570,6495,55662150
RDY,8571,6495,55668645
IIJ.MU,8572,6495,55675140
NCC-A.TO,8573,6495,55681635
MEP.F,8574,6494,55679556
0696.HK,8575,6494,55686050
CTX.DU,8576,6494,55692544
RAM.F,8577,6493,55690461
TKY.MU,8578,6493,55696954
FLU.F,8579,6493,55703447
WIN.L,8580,6493,55709940
ERCB.BE,8581,6492,55707852
DWH.MU,8582,6491,55705762
AK3.DU,8583,6491,55712253
ICY.DU,8584,6491,55718744
RTE.F,8585,6491,55725235
CPFH,8586,6491,55731726
ACWN.DE,8587,6491,55738217
AIO.F,8588,6491,55744708
STD.F,8589,6490,55742610
HU8.F,8590,6490,55749100
BIX.BE,8591,6490,55755590
0129.HK,8592,6490,55762080
ENI.F,8593,6490,55768570
BSX.MU,8594,6489,55766466
HZJ.MU,8595,6489,55772955
7498.KL,8596,6489,55779444
MJ3.F,8597,6489,55785933
GMR.L,8598,6489,55792422
TYC1.MU,8599,6489,55798911
BMP.BE,8600,6488,55796800
KIK.MU,8601,6487,55794687
0592.HK,8602,6487,55801174
BESTEAST.BO,8603,6487,55807661
8153.HK,8604,6486,55805544
NSC.MU,8605,6485,55803425
FNMAM,8606,6485,55809910
EFGD.L,8607,6485,55816395
SBW.MU,8608,6485,55822880
DSR.F,8609,6484,55820756
0613.HK,8610,6484,55827240
TINS.JK,8611,6484,55833724
PAY.BR,8612,6484,55840208
5AU.SI,8613,6484,55846692
TOM.F,8614,6483,55844562
TO5.F,8615,6483,55851045
ABG.MC,8616,6483,55857528
HSPG.OL,8617,6482,55855394
ALADO.PA,8618,6482,55861876
PGOO.L,8619,6482,55868358
CAJ.F,8620,6482,55874840
MD9.F,8621,6482,55881322
NCI.V,8622,6482,55887804
AZ2.F,8623,6482,55894286
DSY.F,8624,6482,55900768
DA9.F,8625,6482,55907250
ABW.MU,8626,6481,55905106
EKT.DU,8627,6481,55911587
AMS1.MU,8628,6481,55918068
BINV.ST,8629,6481,55924549
UBK.HM,8630,6480,55922400
0809.HK,8631,6480,55928880
RICY.JK,8632,6480,55935360
SHN.MU,8633,6480,55941840
QDI.F,8634,6479,55939686
MMI.CN,8635,6479,55946165
N9B.MU,8636,6479,55952644
JBX.MU,8637,6479,55959123
CPR.MI,8638,6479,55965602
AU1.F,8639,6479,55972081
QMC.F,8640,6479,55978560
MTT.MU,8641,6479,55985039
XPG.F,8642,6478,55982876
FMC1.MU,8643,6478,55989354
COP.DE,8644,6478,55995832
METSA.HE,8645,6477,55993665
CGD.F,8646,6477,56000142
DPAM.PA,8647,6477,56006619
NP9.MU,8648,6477,56013096
8120.HK,8649,6477,56019573
9539.KL,8650,6477,56026050
KBH.F,8651,6477,56032527
7094.KL,8652,6476,56030352
SJX.F,8653,6476,56036828
NGI.MU,8654,6476,56043304
RVP,8655,6476,56049780
7073.KL,8656,6476,56056256
AMD.BE,8657,6475,56054075
JAGAJITIND.BO,8658,6474,56051892
NSE.F,8659,6474,56058366
8CW.F,8660,6474,56064840
PFI.DU,8661,6474,56071314
7103.KL,8662,6474,56077788
600366.SS,8663,6474,56084262
BOE.L,8664,6473,56082072
NKT.CO,8665,6473,56088545
GEC.L,8666,6473,56095018
HON.L,8667,6473,56101491
0630.HK,8668,6473,56107964
IBM.L,8669,6473,56114437
FMQ.MU,8670,6473,56120910
JMIH,8671,6471,56110041
GUJHOTE.BO,8672,6471,56116512
ENL.F,8673,6471,56122983
ELGL,8674,6471,56129454
1193.HK,8675,6471,56135925
IAGX,8676,6470,56133720
BSU.MU,8677,6470,56140190
NVQ.F,8678,6470,56146660
RCIT,8679,6470,56153130
HU7.MU,8680,6469,56150920
MEDICAB.MX,8681,6469,56157389
EXF1.MU,8682,6469,56163858
JAIPAN.BO,8683,6469,56170327
IDH-H.V,8684,6468,56168112
GINNIFILA.BO,8685,6468,56174580
HFF.MU,8686,6468,56181048
FXI.MU,8687,6468,56187516
NFS.F,8688,6467,56185296
VITR.ST,8689,6467,56191763
DCA.MU,8690,6467,56198230
ITEX,8691,6466,56196006
QSU.F,8692,6466,56202472
WICO.JK,8693,6466,56208938
KEE.F,8694,6466,56215404
ETCK,8695,6466,56221870
IDT,8696,6466,56228336
CPA.MU,8697,6465,56226105
VX1.MU,8698,6465,56232570
FFH.MU,8699,6465,56239035
CBKD.L,8700,6465,56245500
ITW.MI,8701,6465,56251965
BHIT.JK,8702,6464,56249728
TTKHEALTH.BO,8703,6464,56256192
PBW.F,8704,6463,56253952
ELOS-B.ST,8705,6463,56260415
051910.KS,8706,6463,56266878
0627.HK,8707,6463,56273341
BSS.MI,8708,6463,56279804
F1E.SI,8709,6463,56286267
CRPG3.SA,8710,6462,56284020
NPS.MU,8711,6462,56290482
BDR.SI,8712,6462,56296944
NWS.AX,8713,6461,56294693
DISL.BR,8714,6461,56301154
TPY1.MU,8715,6461,56307615
0499.HK,8716,6461,56314076
EMKAR.BO,8717,6461,56320537
FBR.AX,8718,6460,56318280
LIA.F,8719,6459,56316021
ENUR.DE,8720,6458,56313760
VS6.MU,8721,6458,56320218
CGAS5.SA,8722,6457,56317954
CXX.F,8723,6457,56324411
AVEW,8724,6457,56330868
PFX1.F,8725,6457,56337325
ANDR.VI,8726,6457,56343782
ABK.MU,8727,6456,56341512
BMU.MU,8728,6456,56347968
JM.ST,8729,6456,56354424
AEVS.SW,8730,6456,56360880
SLB.PA,8731,6455,56358605
0WPA.F,8732,6455,56365060
DOD.F,8733,6455,56371515
DGE.PA,8734,6455,56377970
CAMPHOR.BO,8735,6455,56384425
STM.PA,8736,6455,56390880
PRT.MI,8737,6455,56397335
EMH1.MU,8738,6454,56395052
ITL.BO,8739,6454,56401506
FPE3.MU,8740,6454,56407960
5000.KL,8741,6454,56414414
BITS.BO,8742,6454,56420868
SHRDAIS.BO,8743,6454,56427322
IDA.F,8744,6454,56433776
CATR.PA,8745,6454,56440230
DLG.MI,8746,6453,56437938
INAF.JK,8747,6453,56444391
SOP.MU,8748,6453,56450844
KOTAKBANK.NS,8749,6452,56448548
SHREECEM.NS,8750,6452,56455000
8095.HK,8751,6452,56461452
7107.KL,8752,6452,56467904
SYT.DU,8753,6452,56474356
600008.SS,8754,6452,56480808
CGVAK.BO,8755,6452,56487260
ATO.F,8756,6452,56493712
1213.HK,8757,6451,56491407
6017.KL,8758,6451,56497858
ALD.HA,8759,6451,56504309
IDJ.MU,8760,6451,56510760
EXAC,8761,6450,56508450
PUWA.F,8762,6450,56514900
TQI.DU,8763,6450,56521350
MTB.MC,8764,6450,56527800
CPW.MU,8765,6450,56534250
LXMIATO.BO,8766,6449,56531934
GDS.PA,8767,6449,56538383
600223.SS,8768,6449,56544832
DHANBANK.BO,8769,6449,56551281
OPAP.AT,8770,6449,56557730
AUL.MU,8771,6449,56564179
EKCS,8772,6449,56570628
VONN.SW,8773,6449,56577077
MEF.MU,8774,6448,56574752
ISM.MU,8775,6448,56581200
MRK.PA,8776,6448,56587648
FAU.F,8777,6448,56594096
IVU.MU,8778,6448,56600544
0638.HK,8779,6447,56598213
SMDM.JK,8780,6447,56604660
ZNH.MU,8781,6447,56611107
RCF.MU,8782,6447,56617554
0678.HK,8783,6446,56615218
LTR.F,8784,6446,56621664
TNE2.MU,8785,6446,56628110
MEF.BE,8786,6446,56634556
1184.HK,8787,6446,56641002
DCMSRMIND.BO,8788,6445,56638660
GLB.AX,8789,6445,56645105
GNP.MX,8790,6444,56642760
600233.SS,8791,6444,56649204
9717.KL,8792,6444,56655648
WTW,8793,6444,56662092
ONSM,8794,6444,56668536
TEG.HM,8795,6443,56666185
HDI.MU,8796,6443,56672628
0403.HK,8797,6443,56679071
MDLZ,8798,6443,56685514
600232.SS,8799,6442,56683158
JYOTIRES.BO,8800,6442,56689600
BALFC.BO,8801,6442,56696042
ASAA.F,8802,6442,56702484
EKT.DE,8803,6442,56708926
DEFI.JK,8804,6442,56715368
FEW.HM,8805,6442,56721810
DOGUB.IS,8806,6442,56728252
BZZ.F,8807,6441,56725887
FTI,8808,6441,56732328
HBP.MU,8809,6441,56738769
ARIHANT.BO,8810,6440,56736400
SAFE.JK,8811,6440,56742840
EC.PA,8812,6440,56749280
HONBS.HE,8813,6440,56755720
AZ2.MU,8814,6440,56762160
BV3.MU,8815,6439,56759785
ENI.HM,8816,6439,56766224
ASMTEC.BO,8817,6438,56763846
MAP.MC,8818,6438,56770284
UGD.V,8819,6438,56776722
OLT.OL,8820,6438,56783160
EQV1V.HE,8821,6437,56780777
8931.KL,8822,6437,56787214
FMCCP,8823,6437,56793651
IM8N.F,8824,6437,56800088
FIS,8825,6437,56806525
JETKINGQ.BO,8826,6437,56812962
WIC.F,8827,6436,56810572
TOKYOFIN.BO,8828,6436,56817008
COFS,8829,6436,56823444
HUP1.MU,8830,6436,56829880
SKLT.JK,8831,6435,56827485
HYB.F,8832,6435,56833920
VICTMILL.BO,8833,6435,56840355
REACH.OL,8834,6435,56846790
KAKATCEM.BO,8835,6435,56853225
YZCA.F,8836,6434,56850824
HMC.MU,8837,6434,56857258
CBGA.F,8838,6434,56863692
EFX.F,8839,6434,56870126
XSC.F,8840,6434,56876560
BSLI3.SA,8841,6434,56882994
EUR.PA,8842,6433,56880586
0858.HK,8843,6433,56887019
CBT.MU,8844,6433,56893452
8075.HK,8845,6433,56899885
QIA.BE,8846,6433,56906318
600237.SS,8847,6433,56912751
SCE.F,8848,6432,56910336
CSGKF,8849,6432,56916768
IPXL,8850,6432,56923200
CSPUF,8851,6432,56929632
IVFH,8852,6431,56927212
PNC.BO,8853,6431,56933643
DYI.F,8854,6431,56940074
PMF,8855,6431,56946505
PCQ,8856,6431,56952936
PNF,8857,6431,56959367
GME.MU,8858,6431,56965798
600016.SS,8859,6431,56972229
LPGI.JK,8860,6431,56978660
BU3.F,8861,6431,56985091
EHMEF,8862,6431,56991522
ALEUP.PA,8863,6431,56997953
IL8.F,8864,6431,57004384
EV9.F,8865,6430,57001950
JLMORI.BO,8866,6430,57008380
CYC.F,8867,6430,57014810
AVANTEL.BO,8868,6430,57021240
IOB.BO,8869,6430,57027670
MTP.MU,8870,6430,57034100
ENI.MU,8871,6429,57031659
600320.SS,8872,6429,57038088
600368.SS,8873,6429,57044517
600256.SS,8874,6429,57050946
NAK,8875,6429,57057375
IXX.F,8876,6429,57063804
CFX.MU,8877,6429,57070233
ASTAR.BO,8878,6428,57067784
MDD.MU,8879,6428,57074212
DCMSHRIRAM.BO,8880,6428,57080640
CMZ.F,8881,6427,57078187
GWW.F,8882,6427,57084614
EF3.F,8883,6426,57082158
FASW.JK,8884,6426,57088584
0372.HK,8885,6426,57095010
CS3.F,8886,6426,57101436
AMGY,8887,6426,57107862
CCPC.L,8888,6425,57105400
5IG.SI,8889,6425,57111825
7003.KL,8890,6425,57118250
CYM.V,8891,6425,57124675
BPE5.F,8892,6424,57122208
ADS.F,8893,6424,57128632
JHY.F,8894,6424,57135056
CSN.F,8895,6424,57141480
LXS.F,8896,6424,57147904
0662.HK,8897,6424,57154328
ABR.F,8898,6424,57160752
NI6.F,8899,6424,57167176
600338.SS,8900,6424,57173600
DBK.F,8901,6424,57180024
ATAD.IL,8902,6424,57186448
CIA.MU,8903,6424,57192872
600235.SS,8904,6424,57199296
EAC.F,8905,6423,57196815
BH5.MU,8906,6423,57203238
